timeStamp,demand,precip,temp
2012-01-10 09:00:00,6436.9000,0.0000,35.3900
2012-01-10 10:00:00,6516.5000,0.0000,40.6300
2012-01-10 11:00:00,6537.0000,0.0000,40.3500
2012-01-10 12:00:00,6522.6000,0.0000,43.1100
2012-01-10 13:00:00,6516.0000,0.0000,45.5900
2012-01-10 14:00:00,6510.4000,0.0000,46.5700
2012-01-10 15:00:00,6592.5000,0.0000,46.0000
2012-01-10 16:00:00,6741.3000,0.0000,44.2800
2012-01-10 17:00:00,6935.3000,0.0000,45.6600
2012-01-10 18:00:00,6748.2000,0.0000,44.9100
2012-01-10 19:00:00,6560.0000,0.0000,44.1600
2012-01-10 20:00:00,6333.9000,0.0000,43.9100
2012-01-10 21:00:00,6076.3000,0.0000,43.3200
2012-01-10 22:00:00,5678.3000,0.0000,42.2500
2012-01-10 23:00:00,5225.5000,0.0000,41.0700
2012-01-11 00:00:00,4810.2000,0.0000,40.5300
2012-01-11 01:00:00,4566.0000,0.0000,39.7800
2012-01-11 02:00:00,4424.4000,0.0000,39.4200
2012-01-11 03:00:00,4366.2000,0.0000,38.6400
2012-01-11 04:00:00,4401.7000,0.0000,36.9400
2012-01-11 05:00:00,4665.5000,0.0000,37.4800
2012-01-11 06:00:00,5258.5000,0.0000,37.7400
2012-01-11 07:00:00,5848.1000,0.0000,36.9400
2012-01-11 08:00:00,6191.2000,0.0000,37.7300
2012-01-11 09:00:00,6389.2000,0.0000,39.8300
2012-01-11 10:00:00,6454.5000,0.0000,40.8400
2012-01-11 11:00:00,6484.0000,0.0000,43.4800
2012-01-11 12:00:00,6481.8000,0.0000,45.5700
2012-01-11 13:00:00,6477.8000,0.0000,46.6000
2012-01-11 14:00:00,6478.4000,0.0000,46.3500
2012-01-11 15:00:00,6499.8000,0.0000,45.0900
2012-01-11 16:00:00,6685.7000,0.0000,42.0600
2012-01-11 17:00:00,6915.5000,0.0000,44.1900
2012-01-11 18:00:00,6746.1000,0.0000,44.7000
2012-01-11 19:00:00,6547.6000,0.0000,44.5400
2012-01-11 20:00:00,6310.7000,0.0000,44.0300
2012-01-11 21:00:00,6035.4000,0.0000,43.7700
2012-01-11 22:00:00,5657.2000,0.0000,43.0200
2012-01-11 23:00:00,5200.6000,0.0100,41.3800
2012-01-12 00:00:00,4800.8000,0.0589,41.4400
2012-01-12 01:00:00,4555.7000,0.0923,42.4600
2012-01-12 02:00:00,4405.7000,0.0958,42.4400
2012-01-12 03:00:00,4344.4000,0.0864,43.3500
2012-01-12 04:00:00,4372.9000,0.0981,45.2000
2012-01-12 05:00:00,4629.7000,0.0900,45.2600
2012-01-12 06:00:00,5225.6000,0.1249,45.3800
2012-01-12 07:00:00,5862.0000,0.1108,43.8700
2012-01-12 08:00:00,6290.2000,0.0595,43.5100
2012-01-12 09:00:00,6501.6000,0.1582,43.4400
2012-01-12 10:00:00,6565.7000,0.1588,45.1000
2012-01-12 11:00:00,6638.0000,0.0000,44.3700
2012-01-12 12:00:00,6663.5000,0.0069,43.6100
2012-01-12 13:00:00,6661.8000,0.0089,43.6300
2012-01-12 14:00:00,6637.9000,0.0000,43.6200
2012-01-12 15:00:00,6675.9000,0.0000,43.1900
2012-01-12 16:00:00,6812.9000,0.0000,42.9300
2012-01-12 17:00:00,6964.4000,0.0000,42.0000
2012-01-12 18:00:00,6741.6000,0.0000,42.1900
2012-01-12 19:00:00,6536.2000,0.0000,42.1900
2012-01-12 20:00:00,6309.8000,0.0000,42.3900
2012-01-12 21:00:00,6029.6000,0.0000,42.7900
2012-01-12 22:00:00,5662.2000,0.0000,42.9600
2012-01-12 23:00:00,5204.1000,0.0000,42.6900
2012-01-13 00:00:00,4795.4000,0.0000,42.0500
2012-01-13 01:00:00,4534.1000,0.0228,42.6200
2012-01-13 02:00:00,4383.2000,0.0000,42.4500
2012-01-13 03:00:00,4314.7000,0.0000,44.1600
2012-01-13 04:00:00,4333.3000,0.0000,45.2300
2012-01-13 05:00:00,4586.4000,0.0000,46.6500
2012-01-13 06:00:00,5168.0000,0.0000,48.3200
2012-01-13 07:00:00,5746.2000,0.0000,48.8600
2012-01-13 08:00:00,6100.1000,0.0000,42.2200
2012-01-13 09:00:00,6392.7000,0.0000,41.0600
2012-01-13 10:00:00,6524.8000,0.0000,45.8400
2012-01-13 11:00:00,6612.6000,0.0000,35.6900
2012-01-13 12:00:00,6652.8000,0.0000,34.4100
2012-01-13 13:00:00,6673.2000,0.0000,33.0700
2012-01-13 14:00:00,6663.4000,0.0000,32.4200
2012-01-13 15:00:00,6715.1000,0.0000,32.5200
2012-01-13 16:00:00,6848.2000,0.0000,36.8000
2012-01-13 17:00:00,7056.3000,0.0000,29.3300
2012-01-13 18:00:00,6890.3000,0.0000,29.5900
2012-01-13 19:00:00,6678.7000,0.0000,29.5900
2012-01-13 20:00:00,6444.2000,0.0000,29.3300
2012-01-13 21:00:00,6188.3000,0.0000,29.3300
2012-01-13 22:00:00,5889.2000,0.0000,32.2000
2012-01-13 23:00:00,5514.8000,0.0000,29.3300
2012-01-14 00:00:00,5147.2000,0.0000,28.6600
2012-01-14 01:00:00,4892.9000,0.0000,28.5700
2012-01-14 02:00:00,4711.9000,0.0000,28.5700
2012-01-14 03:00:00,4625.8000,0.0000,28.5000
2012-01-14 04:00:00,4599.2000,0.0000,32.3500
2012-01-14 05:00:00,4670.2000,0.0000,28.3300
2012-01-14 06:00:00,4845.3000,0.0000,28.4200
2012-01-14 07:00:00,5043.5000,0.0000,29.1600
2012-01-14 08:00:00,5339.5000,0.0000,29.2300
2012-01-14 09:00:00,5625.5000,0.0000,29.2600
2012-01-14 10:00:00,5836.1000,0.0000,32.1300
2012-01-14 11:00:00,5950.8000,0.0000,30.1900
2012-01-14 12:00:00,5987.4000,0.0000,31.0900
2012-01-14 13:00:00,6001.8000,0.0000,31.1000
2012-01-14 14:00:00,5986.9000,0.0000,31.4300
2012-01-14 15:00:00,5989.0000,0.0000,32.0700
2012-01-14 16:00:00,6089.1000,0.0000,33.7900
2012-01-14 17:00:00,6304.4000,0.0000,32.1600
2012-01-14 18:00:00,6295.4000,0.0000,32.0700
2012-01-14 19:00:00,6176.1000,0.0000,32.1600
2012-01-14 20:00:00,6031.5000,0.0000,31.3400
2012-01-14 21:00:00,5888.7000,0.0000,30.1600
2012-01-14 22:00:00,5701.1000,0.0000,29.1600
2012-01-14 23:00:00,5420.3000,0.0000,28.1600
2012-01-15 00:00:00,5119.6000,0.0000,27.1600
2012-01-15 01:00:00,4892.6000,0.0000,26.4300
2012-01-15 02:00:00,4731.0000,0.0000,25.2400
2012-01-15 03:00:00,4662.6000,0.0000,23.4100
2012-01-15 04:00:00,4652.6000,0.0000,21.3900
2012-01-15 05:00:00,4710.9000,0.0000,18.4000
2012-01-15 06:00:00,4844.4000,0.0000,17.4000
2012-01-15 07:00:00,4979.1000,0.0000,16.5600
2012-01-15 08:00:00,5231.4000,0.0000,15.8300
2012-01-15 09:00:00,5513.9000,0.0000,15.8500
2012-01-15 10:00:00,5749.6000,0.0000,16.3900
2012-01-15 11:00:00,5888.8000,0.0000,18.3500
2012-01-15 12:00:00,5934.2000,0.0000,20.9300
2012-01-15 13:00:00,5939.5000,0.0000,22.1800
2012-01-15 14:00:00,5943.9000,0.0000,23.4300
2012-01-15 15:00:00,5956.2000,0.0000,23.8500
2012-01-15 16:00:00,6083.9000,0.0000,21.2900
2012-01-15 17:00:00,6383.5000,0.0000,23.4000
2012-01-15 18:00:00,6436.0000,0.0000,22.5700
2012-01-15 19:00:00,6348.4000,0.0000,21.4700
2012-01-15 20:00:00,6254.4000,0.0000,20.5700
2012-01-15 21:00:00,6104.9000,0.0000,20.1400
2012-01-15 22:00:00,5889.9000,0.0000,17.6800
2012-01-15 23:00:00,5577.7000,0.0000,18.4000
2012-01-16 00:00:00,5265.8000,0.0000,17.4000
2012-01-16 01:00:00,5033.2000,0.0000,16.5000
2012-01-16 02:00:00,4872.1000,0.0000,16.4100
2012-01-16 03:00:00,4797.6000,0.0000,16.3100
2012-01-16 04:00:00,4813.9000,0.0000,17.4600
2012-01-16 05:00:00,4972.5000,0.0000,16.2200
2012-01-16 06:00:00,5304.4000,0.0000,16.2900
2012-01-16 07:00:00,5640.1000,0.0000,16.4900
2012-01-16 08:00:00,5976.8000,0.0000,17.3500
2012-01-16 09:00:00,6289.5000,0.0000,18.8400
2012-01-16 10:00:00,6488.9000,0.0000,23.0600
2012-01-16 11:00:00,6560.3000,0.0000,23.8500
2012-01-16 12:00:00,6555.7000,0.0000,27.3600
2012-01-16 13:00:00,6518.7000,0.0000,29.6300
2012-01-16 14:00:00,6491.3000,0.0000,31.9000
2012-01-16 15:00:00,6483.3000,0.0000,33.6600
2012-01-16 16:00:00,6590.4000,0.0000,31.9900
2012-01-16 17:00:00,6889.1000,0.0000,34.2600
2012-01-16 18:00:00,6823.8000,0.0000,34.0700
2012-01-16 19:00:00,6655.4000,0.0000,35.5300
2012-01-16 20:00:00,6442.4000,0.0000,35.7400
2012-01-16 21:00:00,6193.5000,0.0011,36.0700
2012-01-16 22:00:00,5855.9000,0.0000,39.4800
2012-01-16 23:00:00,5405.0000,0.0159,36.0700
2012-01-17 00:00:00,5013.7000,0.0189,36.0800
2012-01-17 01:00:00,4773.5000,0.0110,36.8900
2012-01-17 02:00:00,4612.7000,0.0200,36.2400
2012-01-17 03:00:00,4549.7000,0.0000,36.9800
2012-01-17 04:00:00,4581.1000,0.0000,37.0700
2012-01-17 05:00:00,4838.6000,0.0011,37.0700
2012-01-17 06:00:00,5418.0000,0.0089,37.4000
2012-01-17 07:00:00,5994.5000,0.0000,38.1400
2012-01-17 08:00:00,6289.9000,0.0000,38.1400
2012-01-17 09:00:00,6516.6000,0.0000,39.2400
2012-01-17 10:00:00,6647.6000,0.0000,43.1800
2012-01-17 11:00:00,6726.8000,0.0000,41.2400
2012-01-17 12:00:00,6761.3000,0.0259,41.0700
2012-01-17 13:00:00,6799.8000,0.0261,42.6000
2012-01-17 14:00:00,6827.1000,0.0041,42.6600
2012-01-17 15:00:00,6826.7000,0.0141,42.9300
2012-01-17 16:00:00,6876.0000,0.0089,44.1300
2012-01-17 17:00:00,7038.0000,0.0000,45.5700
2012-01-17 18:00:00,6852.4000,0.0000,46.0900
2012-01-17 19:00:00,6640.4000,0.0000,46.5800
2012-01-17 20:00:00,6394.2000,0.0000,47.9700
2012-01-17 21:00:00,6128.1000,0.0000,49.1000
2012-01-17 22:00:00,5735.2000,0.0000,48.0400
2012-01-17 23:00:00,5254.6000,0.0000,51.2000
2012-01-18 00:00:00,4826.0000,0.0000,51.8100
2012-01-18 01:00:00,4556.8000,0.0000,52.3600
2012-01-18 02:00:00,4410.0000,0.0000,53.8100
2012-01-18 03:00:00,4351.7000,0.0000,50.1400
2012-01-18 04:00:00,4388.1000,0.0000,47.8900
2012-01-18 05:00:00,4667.5000,0.0000,45.0400
2012-01-18 06:00:00,5279.4000,0.0000,42.9200
2012-01-18 07:00:00,5890.5000,0.0000,40.1700
2012-01-18 08:00:00,6239.0000,0.0000,39.1600
2012-01-18 09:00:00,6458.3000,0.0000,38.5900
2012-01-18 10:00:00,6559.6000,0.0000,41.9700
2012-01-18 11:00:00,6596.9000,0.0000,38.1000
2012-01-18 12:00:00,6614.4000,0.0000,37.4300
2012-01-18 13:00:00,6618.0000,0.0000,37.1000
2012-01-18 14:00:00,6615.8000,0.0000,36.6100
2012-01-18 15:00:00,6661.0000,0.0000,34.7100
2012-01-18 16:00:00,6830.7000,0.0000,35.9900
2012-01-18 17:00:00,7114.6000,0.0000,32.1700
2012-01-18 18:00:00,7027.1000,0.0000,30.4000
2012-01-18 19:00:00,6845.0000,0.0000,29.2300
2012-01-18 20:00:00,6605.6000,0.0000,28.1400
2012-01-18 21:00:00,6357.2000,0.0000,27.3100
2012-01-18 22:00:00,6007.0000,0.0000,27.8600
2012-01-18 23:00:00,5525.9000,0.0000,25.1400
2012-01-19 00:00:00,5115.3000,0.0000,24.3100
2012-01-19 01:00:00,4878.3000,0.0000,23.4100
2012-01-19 02:00:00,4739.2000,0.0000,23.0700
2012-01-19 03:00:00,4681.7000,0.0000,22.1700
2012-01-19 04:00:00,4727.4000,0.0000,24.8900
2012-01-19 05:00:00,4988.8000,0.0000,21.1700
2012-01-19 06:00:00,5572.9000,0.0000,20.4600
2012-01-19 07:00:00,6167.5000,0.0000,20.2400
2012-01-19 08:00:00,6501.0000,0.0000,21.2800
2012-01-19 09:00:00,6723.2000,0.0000,23.1700
2012-01-19 10:00:00,6812.9000,0.0000,28.7000
2012-01-19 11:00:00,6817.6000,0.0000,27.6700
2012-01-19 12:00:00,6816.6000,0.0000,29.1000
2012-01-19 13:00:00,6811.4000,0.0000,31.2500
2012-01-19 14:00:00,6786.9000,0.0000,31.3500
2012-01-19 15:00:00,6831.1000,0.0000,32.0000
2012-01-19 16:00:00,6990.0000,0.0000,32.4500
2012-01-19 17:00:00,7190.0000,0.0000,33.1200
2012-01-19 18:00:00,6976.2000,0.0000,34.9600
2012-01-19 19:00:00,6786.3000,0.0000,36.0300
2012-01-19 20:00:00,6545.0000,0.0000,37.0100
2012-01-19 21:00:00,6276.0000,0.0000,36.2300
2012-01-19 22:00:00,5912.5000,0.0000,36.6200
2012-01-19 23:00:00,5452.4000,0.0000,36.7200
2012-01-20 00:00:00,5040.4000,0.0000,36.3100
2012-01-20 01:00:00,4772.0000,0.0000,36.1400
2012-01-20 02:00:00,4624.4000,0.0000,35.9800
2012-01-20 03:00:00,4561.3000,0.0000,35.1400
2012-01-20 04:00:00,4600.1000,0.0000,34.0500
2012-01-20 05:00:00,4878.3000,0.0000,33.3100
2012-01-20 06:00:00,5461.3000,0.0000,31.4800
2012-01-20 07:00:00,6067.4000,0.0000,29.6500
2012-01-20 08:00:00,6425.4000,0.0000,26.4100
2012-01-20 09:00:00,6693.7000,0.0000,24.4900
2012-01-20 10:00:00,6785.2000,0.0000,31.0000
2012-01-20 11:00:00,6821.0000,0.0000,26.4200
2012-01-20 12:00:00,6813.4000,0.0000,27.4200
2012-01-20 13:00:00,6797.3000,0.0000,29.0900
2012-01-20 14:00:00,6763.7000,0.0000,29.5400
2012-01-20 15:00:00,6771.8000,0.0000,30.2900
2012-01-20 16:00:00,6868.8000,0.0000,30.2600
2012-01-20 17:00:00,7110.5000,0.0000,30.1000
2012-01-20 18:00:00,6968.8000,0.0000,29.2600
2012-01-20 19:00:00,6732.7000,0.0000,28.5900
2012-01-20 20:00:00,6502.9000,0.0000,28.3400
2012-01-20 21:00:00,6250.7000,0.0000,28.1600
2012-01-20 22:00:00,5967.5000,0.0000,28.7400
2012-01-20 23:00:00,5589.3000,0.0000,28.1600
2012-01-21 00:00:00,5230.5000,0.0000,28.2000
