timeStamp,demand
2012-01-07 08:00:00,5022.5000
2012-01-07 09:00:00,5269.0000
2012-01-07 10:00:00,5459.2000
2012-01-07 11:00:00,5539.3000
2012-01-07 12:00:00,5550.0000
2012-01-07 13:00:00,5514.5000
2012-01-07 14:00:00,5475.7000
2012-01-07 15:00:00,5467.2000
2012-01-07 16:00:00,5580.5000
2012-01-07 17:00:00,5864.9000
2012-01-07 18:00:00,5894.3000
2012-01-07 19:00:00,5799.5000
2012-01-07 20:00:00,5657.1000
2012-01-07 21:00:00,5513.0000
2012-01-07 22:00:00,5315.5000
2012-01-07 23:00:00,5048.6000
2012-01-08 00:00:00,4750.4000
2012-01-08 01:00:00,4507.7000
2012-01-08 02:00:00,4333.3000
2012-01-08 03:00:00,4231.0000
2012-01-08 04:00:00,4193.4000
2012-01-08 05:00:00,4243.6000
2012-01-08 06:00:00,4366.1000
2012-01-08 07:00:00,4483.6000
2012-01-08 08:00:00,4710.1000
2012-01-08 09:00:00,4988.2000
2012-01-08 10:00:00,5198.5000
2012-01-08 11:00:00,5318.4000
2012-01-08 12:00:00,5387.2000
2012-01-08 13:00:00,5431.3000
2012-01-08 14:00:00,5456.0000
2012-01-08 15:00:00,5504.0000
2012-01-08 16:00:00,5659.5000
2012-01-08 17:00:00,5974.2000
2012-01-08 18:00:00,6036.4000
2012-01-08 19:00:00,5989.3000
2012-01-08 20:00:00,5878.9000
2012-01-08 21:00:00,5718.9000
2012-01-08 22:00:00,5444.8000
2012-01-08 23:00:00,5088.2000
2012-01-09 00:00:00,4778.0000
2012-01-09 01:00:00,4569.1000
2012-01-09 02:00:00,4443.1000
2012-01-09 03:00:00,4388.1000
2012-01-09 04:00:00,4434.9000
2012-01-09 05:00:00,4703.0000
2012-01-09 06:00:00,5301.4000
2012-01-09 07:00:00,5900.3000
2012-01-09 08:00:00,6245.0000
2012-01-09 09:00:00,6476.7000
2012-01-09 10:00:00,6569.1000
2012-01-09 11:00:00,6589.0000
2012-01-09 12:00:00,6580.8000
2012-01-09 13:00:00,6568.2000
2012-01-09 14:00:00,6539.3000
2012-01-09 15:00:00,6563.6000
2012-01-09 16:00:00,6727.1000
2012-01-09 17:00:00,6994.9000
2012-01-09 18:00:00,6819.9000
2012-01-09 19:00:00,6636.1000
2012-01-09 20:00:00,6419.0000
2012-01-09 21:00:00,6125.5000
2012-01-09 22:00:00,5741.9000
2012-01-09 23:00:00,5265.7000
2012-01-10 00:00:00,4856.8000
2012-01-10 01:00:00,4611.8000
2012-01-10 02:00:00,4470.0000
2012-01-10 03:00:00,4414.1000
2012-01-10 04:00:00,4450.1000
2012-01-10 05:00:00,4716.0000
2012-01-10 06:00:00,5317.1000
2012-01-10 07:00:00,5901.4000
2012-01-10 08:00:00,6242.3000
2012-01-10 09:00:00,6436.9000
2012-01-10 10:00:00,6516.5000
2012-01-10 11:00:00,6537.0000
2012-01-10 12:00:00,6522.6000
2012-01-10 13:00:00,6516.0000
2012-01-10 14:00:00,6510.4000
2012-01-10 15:00:00,6592.5000
2012-01-10 16:00:00,6741.3000
2012-01-10 17:00:00,6935.3000
2012-01-10 18:00:00,6748.2000
2012-01-10 19:00:00,6560.0000
2012-01-10 20:00:00,6333.9000
2012-01-10 21:00:00,6076.3000
2012-01-10 22:00:00,5678.3000
2012-01-10 23:00:00,5225.5000
2012-01-11 00:00:00,4810.2000
2012-01-11 01:00:00,4566.0000
2012-01-11 02:00:00,4424.4000
2012-01-11 03:00:00,4366.2000
2012-01-11 04:00:00,4401.7000
2012-01-11 05:00:00,4665.5000
2012-01-11 06:00:00,5258.5000
2012-01-11 07:00:00,5848.1000
2012-01-11 08:00:00,6191.2000
2012-01-11 09:00:00,6389.2000
2012-01-11 10:00:00,6454.5000
2012-01-11 11:00:00,6484.0000
2012-01-11 12:00:00,6481.8000
2012-01-11 13:00:00,6477.8000
2012-01-11 14:00:00,6478.4000
2012-01-11 15:00:00,6499.8000
2012-01-11 16:00:00,6685.7000
2012-01-11 17:00:00,6915.5000
2012-01-11 18:00:00,6746.1000
2012-01-11 19:00:00,6547.6000
2012-01-11 20:00:00,6310.7000
2012-01-11 21:00:00,6035.4000
2012-01-11 22:00:00,5657.2000
2012-01-11 23:00:00,5200.6000
2012-01-12 00:00:00,4800.8000
2012-01-12 01:00:00,4555.7000
2012-01-12 02:00:00,4405.7000
2012-01-12 03:00:00,4344.4000
2012-01-12 04:00:00,4372.9000
2012-01-12 05:00:00,4629.7000
2012-01-12 06:00:00,5225.6000
2012-01-12 07:00:00,5862.0000
2012-01-12 08:00:00,6290.2000
2012-01-12 09:00:00,6501.6000
2012-01-12 10:00:00,6565.7000
2012-01-12 11:00:00,6638.0000
2012-01-12 12:00:00,6663.5000
2012-01-12 13:00:00,6661.8000
2012-01-12 14:00:00,6637.9000
2012-01-12 15:00:00,6675.9000
2012-01-12 16:00:00,6812.9000
2012-01-12 17:00:00,6964.4000
2012-01-12 18:00:00,6741.6000
2012-01-12 19:00:00,6536.2000
2012-01-12 20:00:00,6309.8000
2012-01-12 21:00:00,6029.6000
2012-01-12 22:00:00,5662.2000
2012-01-12 23:00:00,5204.1000
2012-01-13 00:00:00,4795.4000
2012-01-13 01:00:00,4534.1000
2012-01-13 02:00:00,4383.2000
2012-01-13 03:00:00,4314.7000
2012-01-13 04:00:00,4333.3000
2012-01-13 05:00:00,4586.4000
2012-01-13 06:00:00,5168.0000
2012-01-13 07:00:00,5746.2000
2012-01-13 08:00:00,6100.1000
2012-01-13 09:00:00,6392.7000
2012-01-13 10:00:00,6524.8000
2012-01-13 11:00:00,6612.6000
2012-01-13 12:00:00,6652.8000
2012-01-13 13:00:00,6673.2000
2012-01-13 14:00:00,6663.4000
2012-01-13 15:00:00,6715.1000
2012-01-13 16:00:00,6848.2000
2012-01-13 17:00:00,7056.3000
2012-01-13 18:00:00,6890.3000
2012-01-13 19:00:00,6678.7000
2012-01-13 20:00:00,6444.2000
2012-01-13 21:00:00,6188.3000
2012-01-13 22:00:00,5889.2000
2012-01-13 23:00:00,5514.8000
2012-01-14 00:00:00,5147.2000
2012-01-14 01:00:00,4892.9000
2012-01-14 02:00:00,4711.9000
2012-01-14 03:00:00,4625.8000
2012-01-14 04:00:00,4599.2000
2012-01-14 05:00:00,4670.2000
2012-01-14 06:00:00,4845.3000
2012-01-14 07:00:00,5043.5000
2012-01-14 08:00:00,5339.5000
2012-01-14 09:00:00,5625.5000
2012-01-14 10:00:00,5836.1000
2012-01-14 11:00:00,5950.8000
2012-01-14 12:00:00,5987.4000
2012-01-14 13:00:00,6001.8000
2012-01-14 14:00:00,5986.9000
2012-01-14 15:00:00,5989.0000
2012-01-14 16:00:00,6089.1000
2012-01-14 17:00:00,6304.4000
2012-01-14 18:00:00,6295.4000
2012-01-14 19:00:00,6176.1000
2012-01-14 20:00:00,6031.5000
2012-01-14 21:00:00,5888.7000
2012-01-14 22:00:00,5701.1000
2012-01-14 23:00:00,5420.3000
2012-01-15 00:00:00,5119.6000
2012-01-15 01:00:00,4892.6000
2012-01-15 02:00:00,4731.0000
2012-01-15 03:00:00,4662.6000
2012-01-15 04:00:00,4652.6000
2012-01-15 05:00:00,4710.9000
2012-01-15 06:00:00,4844.4000
2012-01-15 07:00:00,4979.1000
2012-01-15 08:00:00,5231.4000
2012-01-15 09:00:00,5513.9000
2012-01-15 10:00:00,5749.6000
2012-01-15 11:00:00,5888.8000
2012-01-15 12:00:00,5934.2000
2012-01-15 13:00:00,5939.5000
2012-01-15 14:00:00,5943.9000
2012-01-15 15:00:00,5956.2000
2012-01-15 16:00:00,6083.9000
2012-01-15 17:00:00,6383.5000
2012-01-15 18:00:00,6436.0000
2012-01-15 19:00:00,6348.4000
2012-01-15 20:00:00,6254.4000
2012-01-15 21:00:00,6104.9000
2012-01-15 22:00:00,5889.9000
2012-01-15 23:00:00,5577.7000
2012-01-16 00:00:00,5265.8000
2012-01-16 01:00:00,5033.2000
2012-01-16 02:00:00,4872.1000
2012-01-16 03:00:00,4797.6000
2012-01-16 04:00:00,4813.9000
2012-01-16 05:00:00,4972.5000
2012-01-16 06:00:00,5304.4000
2012-01-16 07:00:00,5640.1000
2012-01-16 08:00:00,5976.8000
2012-01-16 09:00:00,6289.5000
2012-01-16 10:00:00,6488.9000
2012-01-16 11:00:00,6560.3000
2012-01-16 12:00:00,6555.7000
2012-01-16 13:00:00,6518.7000
2012-01-16 14:00:00,6491.3000
2012-01-16 15:00:00,6483.3000
2012-01-16 16:00:00,6590.4000
2012-01-16 17:00:00,6889.1000
2012-01-16 18:00:00,6823.8000
2012-01-16 19:00:00,6655.4000
2012-01-16 20:00:00,6442.4000
2012-01-16 21:00:00,6193.5000
2012-01-16 22:00:00,5855.9000
2012-01-16 23:00:00,5405.0000
2012-01-17 00:00:00,5013.7000
2012-01-17 01:00:00,4773.5000
2012-01-17 02:00:00,4612.7000
2012-01-17 03:00:00,4549.7000
2012-01-17 04:00:00,4581.1000
2012-01-17 05:00:00,4838.6000
2012-01-17 06:00:00,5418.0000
2012-01-17 07:00:00,5994.5000
2012-01-17 08:00:00,6289.9000
2012-01-17 09:00:00,6516.6000
2012-01-17 10:00:00,6647.6000
2012-01-17 11:00:00,6726.8000
2012-01-17 12:00:00,6761.3000
2012-01-17 13:00:00,6799.8000
2012-01-17 14:00:00,6827.1000
2012-01-17 15:00:00,6826.7000
2012-01-17 16:00:00,6876.0000
2012-01-17 17:00:00,7038.0000
2012-01-17 18:00:00,6852.4000
2012-01-17 19:00:00,6640.4000
2012-01-17 20:00:00,6394.2000
2012-01-17 21:00:00,6128.1000
2012-01-17 22:00:00,5735.2000
2012-01-17 23:00:00,5254.6000
2012-01-18 00:00:00,4826.0000
2012-01-18 01:00:00,4556.8000
2012-01-18 02:00:00,4410.0000
2012-01-18 03:00:00,4351.7000
2012-01-18 04:00:00,4388.1000
2012-01-18 05:00:00,4667.5000
2012-01-18 06:00:00,5279.4000
2012-01-18 07:00:00,5890.5000
2012-01-18 08:00:00,6239.0000
2012-01-18 09:00:00,6458.3000
2012-01-18 10:00:00,6559.6000
2012-01-18 11:00:00,6596.9000
2012-01-18 12:00:00,6614.4000
2012-01-18 13:00:00,6618.0000
2012-01-18 14:00:00,6615.8000
2012-01-18 15:00:00,6661.0000
2012-01-18 16:00:00,6830.7000
2012-01-18 17:00:00,7114.6000
2012-01-18 18:00:00,7027.1000
2012-01-18 19:00:00,6845.0000
2012-01-18 20:00:00,6605.6000
2012-01-18 21:00:00,6357.2000
2012-01-18 22:00:00,6007.0000
2012-01-18 23:00:00,5525.9000
2012-01-19 00:00:00,5115.3000
2012-01-19 01:00:00,4878.3000
2012-01-19 02:00:00,4739.2000
2012-01-19 03:00:00,4681.7000
2012-01-19 04:00:00,4727.4000
2012-01-19 05:00:00,4988.8000
2012-01-19 06:00:00,5572.9000
2012-01-19 07:00:00,6167.5000
2012-01-19 08:00:00,6501.0000
2012-01-19 09:00:00,6723.2000
2012-01-19 10:00:00,6812.9000
2012-01-19 11:00:00,6817.6000
2012-01-19 12:00:00,6816.6000
2012-01-19 13:00:00,6811.4000
2012-01-19 14:00:00,6786.9000
2012-01-19 15:00:00,6831.1000
2012-01-19 16:00:00,6990.0000
2012-01-19 17:00:00,7190.0000
2012-01-19 18:00:00,6976.2000
2012-01-19 19:00:00,6786.3000
2012-01-19 20:00:00,6545.0000
2012-01-19 21:00:00,6276.0000
2012-01-19 22:00:00,5912.5000
2012-01-19 23:00:00,5452.4000
2012-01-20 00:00:00,5040.4000
2012-01-20 01:00:00,4772.0000
2012-01-20 02:00:00,4624.4000
2012-01-20 03:00:00,4561.3000
2012-01-20 04:00:00,4600.1000
2012-01-20 05:00:00,4878.3000
2012-01-20 06:00:00,5461.3000
2012-01-20 07:00:00,6067.4000
2012-01-20 08:00:00,6425.4000
2012-01-20 09:00:00,6693.7000
2012-01-20 10:00:00,6785.2000
2012-01-20 11:00:00,6821.0000
2012-01-20 12:00:00,6813.4000
2012-01-20 13:00:00,6797.3000
2012-01-20 14:00:00,6763.7000
2012-01-20 15:00:00,6771.8000
2012-01-20 16:00:00,6868.8000
2012-01-20 17:00:00,7110.5000
2012-01-20 18:00:00,6968.8000
2012-01-20 19:00:00,6732.7000
2012-01-20 20:00:00,6502.9000
2012-01-20 21:00:00,6250.7000
2012-01-20 22:00:00,5967.5000
2012-01-20 23:00:00,5589.3000
2012-01-21 00:00:00,5230.5000
2012-01-21 01:00:00,4957.4000
2012-01-21 02:00:00,4788.1000
2012-01-21 03:00:00,4722.4000
2012-01-21 04:00:00,4708.8000
2012-01-21 05:00:00,4791.7000
2012-01-21 06:00:00,4973.8000
2012-01-21 07:00:00,5208.7000
2012-01-21 08:00:00,5531.4000
2012-01-21 09:00:00,5853.8000
2012-01-21 10:00:00,6129.4000
2012-01-21 11:00:00,6273.0000
2012-01-21 12:00:00,6332.4000
2012-01-21 13:00:00,6307.9000
2012-01-21 14:00:00,6288.9000
2012-01-21 15:00:00,6277.7000
2012-01-21 16:00:00,6335.0000
2012-01-21 17:00:00,6531.6000
2012-01-21 18:00:00,6552.8000
2012-01-21 19:00:00,6447.2000
2012-01-21 20:00:00,6274.1000
2012-01-21 21:00:00,6086.3000
2012-01-21 22:00:00,5866.2000
2012-01-21 23:00:00,5594.8000
2012-01-22 00:00:00,5290.3000
2012-01-22 01:00:00,5050.8000
2012-01-22 02:00:00,4892.1000
2012-01-22 03:00:00,4791.0000
2012-01-22 04:00:00,4762.4000
2012-01-22 05:00:00,4814.9000
2012-01-22 06:00:00,4929.9000
2012-01-22 07:00:00,5050.6000
2012-01-22 08:00:00,5293.8000
2012-01-22 09:00:00,5584.4000
2012-01-22 10:00:00,5832.7000
2012-01-22 11:00:00,5970.6000
2012-01-22 12:00:00,6023.0000
2012-01-22 13:00:00,6021.3000
2012-01-22 14:00:00,6020.6000
2012-01-22 15:00:00,6048.3000
2012-01-22 16:00:00,6161.4000
2012-01-22 17:00:00,6406.6000
2012-01-22 18:00:00,6420.3000
2012-01-22 19:00:00,6318.3000
2012-01-22 20:00:00,6186.8000
2012-01-22 21:00:00,6007.5000
2012-01-22 22:00:00,5762.9000
2012-01-22 23:00:00,5397.7000
2012-01-23 00:00:00,5032.4000
2012-01-23 01:00:00,4790.4000
2012-01-23 02:00:00,4630.0000
2012-01-23 03:00:00,4559.4000
2012-01-23 04:00:00,4603.2000
2012-01-23 05:00:00,4867.0000
2012-01-23 06:00:00,5437.9000
2012-01-23 07:00:00,6021.4000
2012-01-23 08:00:00,6399.0000
2012-01-23 09:00:00,6630.0000
2012-01-23 10:00:00,6754.7000
2012-01-23 11:00:00,6795.2000
2012-01-23 12:00:00,6808.9000
2012-01-23 13:00:00,6784.3000
2012-01-23 14:00:00,6755.9000
2012-01-23 15:00:00,6798.0000
2012-01-23 16:00:00,6933.4000
2012-01-23 17:00:00,7044.5000
2012-01-23 18:00:00,6861.8000
2012-01-23 19:00:00,6664.9000
2012-01-23 20:00:00,6414.6000
2012-01-23 21:00:00,6131.6000
2012-01-23 22:00:00,5744.9000
2012-01-23 23:00:00,5256.5000
2012-01-24 00:00:00,4820.1000
2012-01-24 01:00:00,4574.6000
2012-01-24 02:00:00,4415.9000
2012-01-24 03:00:00,4350.7000
2012-01-24 04:00:00,4387.3000
2012-01-24 05:00:00,4636.5000
2012-01-24 06:00:00,5222.7000
2012-01-24 07:00:00,5802.8000
2012-01-24 08:00:00,6139.1000
2012-01-24 09:00:00,6349.5000
2012-01-24 10:00:00,6425.2000
2012-01-24 11:00:00,6464.9000
2012-01-24 12:00:00,6482.9000
2012-01-24 13:00:00,6454.2000
2012-01-24 14:00:00,6425.7000
2012-01-24 15:00:00,6389.8000
2012-01-24 16:00:00,6373.4000
2012-01-24 17:00:00,6700.6000
2012-01-24 18:00:00,6660.1000
2012-01-24 19:00:00,6505.3000
2012-01-24 20:00:00,6274.3000
2012-01-24 21:00:00,6006.6000
2012-01-24 22:00:00,5665.2000
2012-01-24 23:00:00,5211.0000
2012-01-25 00:00:00,4773.2000
2012-01-25 01:00:00,4535.6000
2012-01-25 02:00:00,4390.9000
2012-01-25 03:00:00,4336.9000
2012-01-25 04:00:00,4379.7000
2012-01-25 05:00:00,4637.0000
2012-01-25 06:00:00,5228.1000
2012-01-25 07:00:00,5818.0000
2012-01-25 08:00:00,6191.6000
2012-01-25 09:00:00,6420.0000
2012-01-25 10:00:00,6494.0000
2012-01-25 11:00:00,6527.3000
2012-01-25 12:00:00,6518.4000
2012-01-25 13:00:00,6515.3000
2012-01-25 14:00:00,6484.3000
2012-01-25 15:00:00,6489.9000
2012-01-25 16:00:00,6582.1000
2012-01-25 17:00:00,6840.4000
2012-01-25 18:00:00,6751.6000
2012-01-25 19:00:00,6559.7000
2012-01-25 20:00:00,6350.8000
2012-01-25 21:00:00,6088.2000
2012-01-25 22:00:00,5708.4000
2012-01-25 23:00:00,5278.8000
2012-01-26 00:00:00,4868.9000
2012-01-26 01:00:00,4601.9000
2012-01-26 02:00:00,4453.8000
2012-01-26 03:00:00,4408.6000
2012-01-26 04:00:00,4442.2000
2012-01-26 05:00:00,4698.2000
2012-01-26 06:00:00,5272.9000
2012-01-26 07:00:00,5863.2000
2012-01-26 08:00:00,6222.2000
2012-01-26 09:00:00,6457.2000
2012-01-26 10:00:00,6560.0000
2012-01-26 11:00:00,6624.4000
2012-01-26 12:00:00,6678.4000
2012-01-26 13:00:00,6751.6000
2012-01-26 14:00:00,6757.2000
2012-01-26 15:00:00,6812.6000
2012-01-26 16:00:00,6935.9000
2012-01-26 17:00:00,7036.1000
2012-01-26 18:00:00,6858.3000
2012-01-26 19:00:00,6631.1000
2012-01-26 20:00:00,6389.7000
2012-01-26 21:00:00,6106.9000
2012-01-26 22:00:00,5746.5000
2012-01-26 23:00:00,5298.3000
2012-01-27 00:00:00,4870.1000
2012-01-27 01:00:00,4599.5000
2012-01-27 02:00:00,4446.4000
2012-01-27 03:00:00,4366.2000
2012-01-27 04:00:00,4387.6000
2012-01-27 05:00:00,4627.7000
2012-01-27 06:00:00,5189.2000
2012-01-27 07:00:00,5803.8000
2012-01-27 08:00:00,6204.9000
2012-01-27 09:00:00,6481.5000
2012-01-27 10:00:00,6626.9000
2012-01-27 11:00:00,6727.9000
2012-01-27 12:00:00,6723.5000
2012-01-27 13:00:00,6692.0000
2012-01-27 14:00:00,6614.7000
2012-01-27 15:00:00,6563.0000
2012-01-27 16:00:00,6614.4000
2012-01-27 17:00:00,6711.4000
2012-01-27 18:00:00,6570.4000
2012-01-27 19:00:00,6358.3000
2012-01-27 20:00:00,6124.6000
2012-01-27 21:00:00,5890.8000
2012-01-27 22:00:00,5602.6000
2012-01-27 23:00:00,5217.7000
2012-01-28 00:00:00,4850.6000
2012-01-28 01:00:00,4595.4000
2012-01-28 02:00:00,4431.5000
2012-01-28 03:00:00,4343.9000
2012-01-28 04:00:00,4317.0000
2012-01-28 05:00:00,4388.7000
2012-01-28 06:00:00,4554.4000
2012-01-28 07:00:00,4759.1000
2012-01-28 08:00:00,5085.1000
2012-01-28 09:00:00,5370.0000
2012-01-28 10:00:00,5533.9000
2012-01-28 11:00:00,5606.3000
2012-01-28 12:00:00,5618.2000
2012-01-28 13:00:00,5576.6000
2012-01-28 14:00:00,5542.5000
2012-01-28 15:00:00,5528.8000
2012-01-28 16:00:00,5576.2000
2012-01-28 17:00:00,5844.0000
2012-01-28 18:00:00,5959.1000
2012-01-28 19:00:00,5870.1000
2012-01-28 20:00:00,5731.9000
2012-01-28 21:00:00,5574.8000
2012-01-28 22:00:00,5374.2000
2012-01-28 23:00:00,5134.2000
2012-01-29 00:00:00,4851.2000
2012-01-29 01:00:00,4616.2000
2012-01-29 02:00:00,4448.3000
2012-01-29 03:00:00,4358.9000
2012-01-29 04:00:00,4331.1000
2012-01-29 05:00:00,4386.9000
2012-01-29 06:00:00,4486.0000
2012-01-29 07:00:00,4610.8000
2012-01-29 08:00:00,4859.2000
2012-01-29 09:00:00,5107.5000
2012-01-29 10:00:00,5326.3000
2012-01-29 11:00:00,5442.4000
2012-01-29 12:00:00,5485.8000
2012-01-29 13:00:00,5489.2000
2012-01-29 14:00:00,5473.4000
2012-01-29 15:00:00,5484.9000
2012-01-29 16:00:00,5590.5000
2012-01-29 17:00:00,5887.0000
2012-01-29 18:00:00,6018.2000
2012-01-29 19:00:00,5963.8000
2012-01-29 20:00:00,5862.1000
2012-01-29 21:00:00,5698.1000
2012-01-29 22:00:00,5432.3000
2012-01-29 23:00:00,5063.8000
2012-01-30 00:00:00,4751.0000
2012-01-30 01:00:00,4537.7000
2012-01-30 02:00:00,4409.2000
2012-01-30 03:00:00,4365.3000
2012-01-30 04:00:00,4422.4000
2012-01-30 05:00:00,4699.6000
2012-01-30 06:00:00,5287.3000
2012-01-30 07:00:00,5862.2000
2012-01-30 08:00:00,6235.2000
2012-01-30 09:00:00,6480.4000
2012-01-30 10:00:00,6581.0000
2012-01-30 11:00:00,6638.5000
2012-01-30 12:00:00,6644.1000
2012-01-30 13:00:00,6633.2000
2012-01-30 14:00:00,6591.5000
2012-01-30 15:00:00,6596.4000
2012-01-30 16:00:00,6681.0000
2012-01-30 17:00:00,6932.2000
2012-01-30 18:00:00,6874.1000
2012-01-30 19:00:00,6668.6000
2012-01-30 20:00:00,6449.9000
2012-01-30 21:00:00,6179.0000
2012-01-30 22:00:00,5795.4000
2012-01-30 23:00:00,5307.5000
2012-01-31 00:00:00,4878.4000
2012-01-31 01:00:00,4610.8000
2012-01-31 02:00:00,4468.1000
2012-01-31 03:00:00,4403.5000
2012-01-31 04:00:00,4430.9000
2012-01-31 05:00:00,4701.3000
2012-01-31 06:00:00,5300.9000
2012-01-31 07:00:00,5864.2000
2012-01-31 08:00:00,6207.8000
2012-01-31 09:00:00,6401.2000
2012-01-31 10:00:00,6455.5000
2012-01-31 11:00:00,6479.8000
2012-01-31 12:00:00,6466.0000
2012-01-31 13:00:00,6454.3000
2012-01-31 14:00:00,6413.4000
